listing_id,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
L03097,2022-07-08,3,30000,1800,1 out of 2,Carpet Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Semi-Furnished,Bachelors,3,Contact Owner
L03098,2022-06-25,3,26000,1100,4 out of 4,Carpet Area,Jafferkhanpet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L03099,2022-05-12,2,10000,950,2 out of 3,Super Area,Anakaputhur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03100,2022-05-12,3,15000,1250,2 out of 3,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03101,2022-06-22,1,9000,400,Ground out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03102,2022-07-06,2,9000,575,1 out of 2,Carpet Area,"Mappedu, Selaiyur",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03103,2022-06-08,2,15000,1234,1 out of 14,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03104,2022-07-05,2,12000,870,2 out of 2,Carpet Area,Ambattur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03105,2022-07-02,2,20000,1162,2 out of 4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L03106,2022-06-22,3,15000,2200,1 out of 2,Super Area,Irumbuliyur,Chennai,Unfurnished,Bachelors,3,Contact Owner
L03107,2022-06-16,1,8000,500,1 out of 1,Super Area,Sadasiva Nagar Madipakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03108,2022-06-22,3,13000,900,1 out of 4,Super Area,Perambur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03109,2022-07-02,1,6800,600,1 out of 3,Super Area,New Perungalathur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03110,2022-06-07,2,9000,600,1 out of 3,Super Area,Ayanavaram,Chennai,Furnished,Bachelors/Family,1,Contact Owner
L03111,2022-06-27,3,14000,1600,Ground out of 2,Carpet Area,Mathur,Chennai,Furnished,Bachelors/Family,3,Contact Owner
L03112,2022-05-20,4,55000,2400,1 out of 3,Carpet Area,Thiruvanmiyur,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent
L03113,2022-07-05,3,50000,1600,2 out of 3,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent
L03114,2022-06-14,1,8000,400,Upper Basement out of 2,Carpet Area,"Venkateshwara Nagar, Ramapuram, PH Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03115,2022-06-14,2,16000,1000,1 out of 3,Super Area,Kodambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03116,2022-05-28,2,15000,600,8 out of 18,Carpet Area,villvam towers tnhb colony,Chennai,Unfurnished,Bachelors,2,Contact Owner
L03117,2022-06-10,2,15000,750,1 out of 2,Carpet Area,YES YES SARAS,Chennai,Unfurnished,Bachelors,2,Contact Owner
L03118,2022-05-12,2,15000,700,1 out of 2,Super Area,Thirumullaivoyal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03119,2022-06-02,4,75000,2200,2 out of 3,Super Area,2nd Main Road,Chennai,Semi-Furnished,Family,5,Contact Owner
L03120,2022-06-14,1,9000,500,Ground out of 3,Super Area,KK Nagar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03121,2022-05-06,1,6500,700,2 out of 3,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03122,2022-05-06,3,17000,1480,3 out of 4,Super Area,Perumbakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03123,2022-07-10,3,49000,1700,7 out of 15,Carpet Area,Sholinganallur,Chennai,Furnished,Bachelors,3,Contact Agent
L03124,2022-05-06,2,15000,830,Ground out of 2,Super Area,Mangadu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03125,2022-06-23,3,25000,1425,2 out of 14,Carpet Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03126,2022-07-06,3,40000,1550,1 out of 3,Carpet Area,Mandaiveli,Chennai,Unfurnished,Bachelors,3,Contact Agent
L03127,2022-04-30,1,8000,200,Ground out of 2,Super Area,Annanagar East,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03128,2022-07-10,2,17500,1200,2 out of 2,Carpet Area,Anna Nagar West,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03129,2022-07-08,3,11000,800,Ground out of 3,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03130,2022-06-04,3,8500,1261,3 out of 4,Carpet Area,Thiruporur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03131,2022-06-28,2,11000,425,Ground out of 2,Carpet Area,Old Washermanpet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03132,2022-05-29,2,12500,940,10 out of 19,Super Area,Kazhipattur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03133,2022-06-14,3,90000,2300,2 out of 4,Carpet Area,Gopalapuram,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
L03134,2022-06-17,2,14000,700,2 out of 2,Super Area,"Thanikachalam Nagar, Ponniammanmedu",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03135,2022-07-06,3,150000,2400,2 out of 2,Carpet Area,"Kapaleeswarar Nagar, Neelankarai, E Coast Road",Chennai,Furnished,Bachelors/Family,3,Contact Agent
L03136,2022-06-07,2,25000,1145,4 out of 4,Super Area,Navalur,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L03137,2022-06-22,2,18000,750,1 out of 3,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
L03138,2022-05-22,3,17000,1250,1 out of 3,Super Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03139,2022-05-08,2,8500,900,Ground out of 2,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03140,2022-07-10,3,15000,800,1 out of 4,Carpet Area,Pudupakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L03141,2022-06-29,2,22000,800,4 out of 4,Super Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03142,2022-06-25,2,15000,900,Ground out of 1,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03143,2022-05-16,2,10000,600,1 out of 1,Super Area,Anna Nagar-Pammal,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03144,2022-05-25,1,5000,250,Ground out of 3,Super Area,"Aminjikarai, PH Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03145,2022-07-05,2,10000,910,Ground out of 1,Super Area,Mannivakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03146,2022-06-04,3,15000,1350,1 out of 2,Super Area,Kovilambakkam,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
L03147,2022-05-16,3,34500,450,Ground out of 3,Carpet Area,Teynampet,Chennai,Semi-Furnished,Bachelors,3,Contact Owner
L03148,2022-06-14,1,8000,600,2 out of 3,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03149,2022-06-14,3,330000,3600,3 out of 4,Carpet Area,Madras Boat Club Road,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L03150,2022-05-29,2,22000,800,Ground out of 1,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Unfurnished,Family,2,Contact Owner
L03151,2022-06-13,2,13000,850,Ground out of 1,Carpet Area,AGS Colony-Velachery,Chennai,Unfurnished,Family,2,Contact Owner
L03152,2022-07-06,2,6500,1000,Ground out of 2,Super Area,"Tiruvallur, Kakkalur, Chennai",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03153,2022-07-02,2,18000,900,1 out of 1,Carpet Area,Velachery,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
L03154,2022-05-12,3,30000,2400,Ground out of 3,Super Area,Uthandi,Chennai,Furnished,Bachelors/Family,3,Contact Owner
L03155,2022-07-02,1,8500,400,Ground out of 1,Carpet Area,Dr Ranga Road,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03156,2022-07-06,4,20000,1900,5 out of 20,Carpet Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Family,4,Contact Agent
L03157,2022-06-07,2,12000,900,1 out of 2,Super Area,Kolathur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03158,2022-06-22,2,18000,805,1 out of 3,Super Area,Gopalapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03159,2022-05-20,2,19000,1200,1 out of 4,Super Area,"Saidapet West, Saidapet",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03160,2022-05-12,2,12000,800,2 out of 3,Super Area,Manikandan Nagar,Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03161,2022-06-27,3,16000,1158,2 out of 4,Carpet Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03162,2022-06-10,1,5700,400,Ground out of 3,Super Area,Redhills,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03163,2022-05-12,1,15000,450,2 out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03164,2022-06-27,2,11000,960,1 out of 3,Super Area,Kovilambakkam,Chennai,Semi-Furnished,Family,2,Contact Owner
L03165,2022-05-15,3,17000,1400,10 out of 15,Super Area,Mambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03166,2022-05-12,2,18000,970,Ground out of 3,Super Area,Thoraipakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03167,2022-05-12,2,9500,1000,1 out of 2,Super Area,Old Washermanpet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03168,2022-04-29,2,12000,900,1 out of 2,Carpet Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03169,2022-05-19,2,8000,800,4 out of 4,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03170,2022-07-04,2,12000,1100,Ground out of 1,Carpet Area,New Perungalathur,Chennai,Semi-Furnished,Family,1,Contact Owner
L03171,2022-05-12,2,16000,800,1 out of 3,Super Area,Thiruvanmiyur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03172,2022-05-12,2,8000,800,1 out of 3,Super Area,Poonamalle,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03173,2022-05-01,2,10000,898,7 out of 14,Super Area,Kalavakkam,Chennai,Semi-Furnished,Family,2,Contact Owner
L03174,2022-07-02,2,15000,800,Ground out of 2,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03175,2022-06-10,2,7500,600,1 out of 2,Super Area,Vandalur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03176,2022-07-02,3,30000,2000,1 out of 1,Carpet Area,rgl bungalows,Chennai,Furnished,Bachelors/Family,3,Contact Owner
L03177,2022-06-04,2,16000,870,3 out of 3,Super Area,Chennai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03178,2022-07-06,2,14000,1100,17 out of 20,Carpet Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Family,2,Contact Agent
L03179,2022-05-01,2,10000,650,1 out of 2,Carpet Area,Near Jeyachandran textiles,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03180,2022-07-06,3,25000,1100,5 out of 18,Carpet Area,"Korattur, Jawaharlal Nehru Road",Chennai,Unfurnished,Bachelors,2,Contact Agent
L03181,2022-05-30,2,11500,1250,Ground out of 2,Carpet Area,S.Kolathur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03182,2022-07-08,2,11000,1145,1 out of 3,Super Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03183,2022-06-18,2,10000,780,2 out of 3,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03184,2022-06-22,1,7000,680,1 out of 3,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03185,2022-05-16,2,18000,860,2 out of 3,Super Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03186,2022-06-29,1,7500,600,1 out of 2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03187,2022-06-29,2,7500,750,Ground out of 2,Carpet Area,Oragadam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03188,2022-06-29,2,12000,800,2 out of 2,Super Area,Chitlapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03189,2022-06-29,2,12000,570,Ground out of 2,Carpet Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03190,2022-05-20,2,40000,1150,2 out of 4,Super Area,Raja Annamalai Puram,Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03191,2022-06-18,1,5000,350,Ground out of 1,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03192,2022-06-22,2,20000,894,4 out of 4,Super Area,Tiruvenkadam Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03193,2022-06-29,1,6500,600,Ground out of 2,Super Area,Perambur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03194,2022-06-29,3,12000,900,Ground out of 2,Super Area,Anakaputhur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03195,2022-06-29,1,12000,550,Ground out of 3,Super Area,"Purasawalkam, PH Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03196,2022-06-02,2,14000,717,1 out of 3,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03197,2022-05-20,2,13000,660,Ground out of 2,Carpet Area,Virugambakkam,Chennai,Semi-Furnished,Family,2,Contact Agent
L03198,2022-05-31,1,9000,700,1 out of 2,Carpet Area,Sivalingapuram,Chennai,Semi-Furnished,Family,1,Contact Owner
L03199,2022-06-05,1,10000,800,Ground out of 3,Super Area,Navalur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03200,2022-06-29,3,15000,1070,1 out of 3,Super Area,Medavakkam,Chennai,Unfurnished,Family,2,Contact Owner
L03201,2022-06-29,2,15000,1000,Ground out of 4,Super Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Family,2,Contact Owner
L03202,2022-06-29,2,19000,1500,Ground out of 1,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03203,2022-06-29,2,15000,900,1 out of 2,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03204,2022-06-29,2,16000,1700,1 out of 2,Super Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03205,2022-05-20,2,12000,900,Ground out of 3,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03206,2022-06-25,2,11000,805,Ground out of 3,Super Area,"Madhavaram, Guntur Chennai Highway",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03207,2022-06-29,2,8000,750,Ground out of 1,Super Area,Kovur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03208,2022-05-26,2,10000,1000,2 out of 2,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03209,2022-06-02,3,70000,1500,1 out of 4,Carpet Area,T Nagar,Chennai,Furnished,Bachelors/Family,3,Contact Owner
L03210,2022-06-22,3,45000,3200,Ground out of 2,Super Area,"Panaiyur, E Coast Road",Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
L03211,2022-05-28,3,60000,1700,7 out of 11,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
L03212,2022-06-13,2,12000,1000,2 out of 2,Super Area,Maduravoyal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03213,2022-05-27,3,80000,2036,6 out of 11,Super Area,Mandaiveli,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
L03214,2022-07-06,2,23999,610,4 out of 4,Carpet Area,"Kannan Colony, Pazhavanthangal",Chennai,Furnished,Bachelors/Family,1,Contact Agent
L03215,2022-05-25,2,23000,1100,2 out of 3,Super Area,Thoraipakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03216,2022-04-30,2,16000,900,2 out of 2,Carpet Area,Thirumangalam-Anna Nagar West,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L03217,2022-07-06,2,14000,840,Ground out of 3,Super Area,"Krishna Nagar-Chromepet, Chromepet",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03218,2022-06-07,3,13000,965,Ground out of 2,Super Area,Mangadu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03219,2022-07-08,2,14000,800,2 out of 4,Super Area,Tiruvottiyur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03220,2022-05-06,1,7000,700,1 out of 2,Super Area,Ponneri,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03221,2022-06-01,1,3500,600,Ground out of 1,Super Area,"Kundrathur, Pallavaram Kundrathur Main Road",Chennai,Unfurnished,Bachelors,1,Contact Owner
L03222,2022-05-10,1,12000,650,1 out of 3,Carpet Area,355 konnur highroad Ayanavaram,Chennai,Semi-Furnished,Family,2,Contact Owner
L03223,2022-05-20,1,8000,320,2 out of 3,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03224,2022-07-06,2,25000,700,Ground out of 3,Super Area,"Aminjikarai, PH Road",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03225,2022-07-06,2,12000,850,1 out of 3,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03226,2022-06-14,1,7000,550,1 out of 2,Super Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03227,2022-06-17,3,20000,1400,12 out of 13,Carpet Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Family,3,Contact Owner
L03228,2022-06-29,2,18000,1300,3 out of 3,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03229,2022-05-20,2,15000,1125,24 out of 31,Super Area,Thalambur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03230,2022-05-20,2,11000,780,1 out of 14,Carpet Area,Mugalivakkam,Chennai,Semi-Furnished,Family,2,Contact Owner
L03231,2022-05-27,3,65000,2200,2 out of 4,Carpet Area,Alwarpet,Chennai,Unfurnished,Bachelors,3,Contact Agent
L03232,2022-07-06,3,75000,2500,Ground out of 1,Carpet Area,Mandaiveli,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent
L03233,2022-06-29,1,15000,1300,Ground out of 2,Super Area,Anna Nagar,Chennai,Furnished,Bachelors,2,Contact Owner
L03234,2022-05-22,2,12000,619,1 out of 8,Carpet Area,"Chromepet, GST Road",Chennai,Furnished,Bachelors/Family,1,Contact Owner
L03235,2022-05-08,2,8500,700,Ground out of 2,Carpet Area,Ambattur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03236,2022-06-09,3,38000,2100,2 out of 2,Super Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03237,2022-06-29,3,30000,2000,1 out of 3,Super Area,Ashok Nagar,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
L03238,2022-07-08,1,9000,700,Ground out of 2,Super Area,venkatesa perumal nagar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03239,2022-07-06,3,25000,2000,1 out of 3,Super Area,"Kattupakkam, PH Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
L03240,2022-05-25,2,9000,600,2 out of 2,Carpet Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03241,2022-06-05,1,8500,550,Ground out of 1,Carpet Area,"Arunachalam Nagar, Madipakkam",Chennai,Unfurnished,Bachelors,2,Contact Owner
L03242,2022-06-05,1,7000,300,Ground out of 1,Super Area,"Pazhavanthangal, Jawaharlal Nehru Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03243,2022-06-27,2,25000,800,2 out of 3,Carpet Area,Anna Nagar,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
L03244,2022-06-18,2,8500,850,3 out of 4,Super Area,Mathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03245,2022-05-23,1,6500,450,2 out of 3,Carpet Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03246,2022-05-29,1,7000,500,Ground out of 2,Super Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
L03247,2022-05-20,1,4500,115,Ground out of 3,Super Area,Choolaimedu,Chennai,Unfurnished,Bachelors,1,Contact Owner
L03248,2022-05-29,2,22000,800,Ground out of 1,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03249,2022-05-06,2,10000,600,1 out of 2,Super Area,Ambattur,Chennai,Semi-Furnished,Family,1,Contact Owner
L03250,2022-06-24,2,16000,800,2 out of 2,Super Area,Harrington Road,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03251,2022-06-22,3,85000,1725,10 out of 14,Super Area,MRC Nagar,Chennai,Furnished,Bachelors/Family,2,Contact Agent
L03252,2022-05-15,2,15000,1330,1 out of 2,Carpet Area,Madipakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03253,2022-07-08,3,25000,2064,11 out of 19,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Family,4,Contact Owner
L03254,2022-07-08,1,9000,700,Ground out of 2,Super Area,"Kamakoti Nagar, Pallikaranai",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
L03255,2022-06-25,2,20000,900,Ground out of 3,Super Area,"Korattur, Jawaharlal Nehru Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03256,2022-05-24,2,15000,1066,1 out of 4,Super Area,Veerapuram,Chennai,Unfurnished,Family,2,Contact Owner
L03257,2022-04-30,2,9000,700,1 out of 4,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L03258,2022-05-28,2,14000,900,2 out of 3,Super Area,"Ram Nagar South Extension, Madipakkam",Chennai,Furnished,Bachelors/Family,2,Contact Owner
L03259,2022-06-21,2,15000,700,2 out of 4,Super Area,Choolaimedu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03260,2022-07-08,3,14000,950,3 out of 7,Carpet Area,"Chromepet, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
L03261,2022-05-20,2,8000,850,1 out of 2,Super Area,Chitlapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03262,2022-07-07,2,13500,600,4 out of 7,Carpet Area,Mahindra World City,Chennai,Furnished,Bachelors/Family,2,Contact Agent
L03263,2022-06-18,2,12000,750,Ground out of 3,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
L03264,2022-04-29,2,7500,850,Ground out of 2,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
L03265,2022-07-04,3,20000,1650,1 out of 1,Carpet Area,Madipakkam,Chennai,Semi-Furnished,Bachelors,3,Contact Owner
L03266,2022-06-20,2,11000,960,1 out of 2,Super Area,Medavakkam,Chennai,Unfurnished,Family,2,Contact Owner
L03267,2022-06-06,2,11000,1200,1 out of 1,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Unfurnished,Bachelors,2,Contact Owner
L03268,2022-05-30,2,17500,650,2 out of 2,Carpet Area,Thiruvanmiyur,Chennai,Furnished,Bachelors/Family,2,Contact Owner
